tiempo,frontal_der,frontal_izq,diagonal_der,diagonal_izq,lateral_der,lateral_izq,trasero_der,trasero_izq,encoder_izq,encoder_der
28.736,65.13,63.22,62.00,155.58,72.08,1216.28,113.41,148.06,80.9115,73.7209
28.768,66.39,60.79,69.26,146.90,61.30,1166.24,115.66,159.25,81.0120,73.7837
28.800,64.54,64.28,70.22,137.16,70.77,1074.22,107.80,152.60,81.1062,73.8465
28.832,63.27,64.58,65.18,131.34,67.75,1011.29,104.17,158.41,81.2004,73.9093
28.864,64.77,61.70,68.58,130.35,74.13,883.11,96.78,151.26,81.2946,73.9721
28.896,65.51,72.09,63.78,106.60,66.91,795.04,92.34,155.29,81.3951,74.0412
28.928,71.35,64.30,65.58,121.58,66.83,704.60,75.90,160.68,81.4893,74.1354
28.960,69.02,69.22,67.26,113.74,68.62,550.13,66.13,154.64,81.5835,74.2296
28.992,61.64,61.86,66.96,118.32,67.65,570.56,68.44,153.93,81.6777,74.3238
29.024,70.09,67.57,67.00,113.66,69.49,552.60,71.19,141.76,81.7782,74.4243
29.056,65.27,66.16,67.78,113.39,66.78,511.08,71.98,143.29,81.8724,74.5185
29.088,64.47,66.68,67.92,113.34,66.10,506.84,63.64,131.46,81.9666,74.6127
29.120,66.54,64.10,64.80,106.20,66.23,464.74,68.68,138.51,82.0670,74.7132
29.152,67.57,67.06,74.01,103.61,66.85,417.43,60.25,136.59,82.1612,74.8074
29.184,67.35,66.31,65.22,100.38,62.41,418.33,68.50,130.70,82.2554,74.9016
29.216,64.61,70.40,63.35,98.01,68.41,404.20,69.58,127.45,82.3496,74.9958
29.248,70.50,67.18,65.48,99.33,64.27,381.73,65.24,119.78,82.4501,75.0962
29.280,65.71,69.54,65.50,87.92,66.13,380.09,69.73,120.72,82.5443,75.1904
29.312,62.14,69.23,62.55,86.49,67.68,367.35,71.05,116.37,82.6385,75.2846
29.344,62.60,63.56,72.20,86.63,64.95,346.98,63.31,114.87,82.7390,75.3851
29.376,64.11,67.48,64.28,81.43,58.90,350.32,66.94,120.27,82.8332,75.4793
29.408,67.11,65.59,73.55,76.18,72.37,325.60,61.90,114.06,82.9274,75.5735
29.440,67.54,72.95,65.79,73.32,65.09,327.84,72.01,111.89,83.0216,75.6677
29.472,64.61,65.33,70.30,63.40,61.76,328.72,73.46,114.02,83.1221,75.7682
29.504,74.25,70.81,61.87,72.12,70.79,316.71,68.60,109.56,83.2163,75.8624
29.536,69.89,66.30,65.00,68.29,71.84,301.66,70.25,111.73,83.3105,75.9566
29.568,67.57,68.24,62.75,67.26,67.19,286.18,67.98,108.15,83.4110,76.0508
29.600,64.35,67.56,69.76,69.17,67.67,284.41,62.81,109.23,83.5052,76.1513
29.632,68.25,57.56,67.00,67.23,61.85,274.74,67.08,100.14,83.5994,76.2455
29.664,61.56,70.34,66.52,60.79,68.33,273.30,66.15,102.69,83.6936,76.3397
29.696,65.81,71.16,62.16,60.15,65.97,271.11,64.04,94.20,83.7940,76.4402
29.728,65.31,69.27,64.60,66.71,70.84,241.19,70.87,92.78,83.8882,76.5344
29.760,60.97,66.97,68.34,68.38,68.38,236.66,65.20,92.11,83.9824,76.6286
29.792,68.08,65.46,69.62,61.24,69.06,242.38,69.35,89.22,84.0766,76.7228
29.824,71.49,70.92,67.92,72.45,64.59,236.95,64.33,84.82,84.1771,76.8232
29.856,69.41,68.80,64.11,66.31,67.85,218.53,62.81,80.67,84.2713,76.9174
29.888,62.83,69.57,68.70,73.50,70.92,221.30,61.68,83.52,84.3655,77.0116
29.920,66.85,68.75,69.22,64.88,64.25,219.19,69.40,76.95,84.4660,77.1058
29.952,62.47,64.34,69.37,65.43,70.01,217.04,66.55,72.18,84.5602,77.2063
29.984,64.75,68.95,68.66,66.92,66.05,204.69,67.74,70.29,84.6544,77.3005
30.016,67.59,67.88,67.86,64.88,64.76,199.18,67.98,68.31,84.7486,77.3947
30.048,67.40,67.92,62.16,61.97,65.65,198.65,64.35,70.30,84.8491,77.4952
30.080,73.17,68.89,64.47,64.34,66.35,199.67,62.66,68.63,84.9433,77.5894
30.112,71.47,66.69,66.61,69.81,64.56,191.09,64.67,70.18,85.0375,77.6836
30.144,69.64,68.13,68.27,64.75,64.11,189.81,67.89,69.52,85.1317,77.7778
30.176,65.94,67.71,67.22,66.60,68.93,180.32,60.90,70.21,85.2322,77.8783
30.208,64.37,69.91,65.92,70.29,66.95,168.04,66.17,63.62,85.3264,77.9725
30.240,65.12,68.99,63.83,70.73,68.09,181.27,70.26,71.32,85.4206,78.0667
30.272,68.35,70.67,68.00,69.30,72.41,172.40,62.77,66.56,85.5210,78.1609
30.304,74.38,67.25,68.74,69.14,67.85,150.49,61.14,68.87,85.6152,78.2614
30.336,65.89,66.06,72.10,68.18,67.96,154.50,66.85,67.74,85.7094,78.3556
30.368,64.93,72.04,73.59,68.30,69.79,165.55,64.23,67.65,85.8036,78.4498
30.400,72.38,63.00,71.43,68.47,70.26,154.16,66.47,70.34,85.9041,78.5502
30.432,71.09,64.94,68.72,63.21,61.59,151.12,73.99,69.18,85.9983,78.6444
30.464,62.44,63.19,73.59,70.43,67.60,148.59,67.18,66.35,86.0925,78.7386
30.496,68.59,64.43,67.74,72.35,70.35,148.77,69.57,67.72,86.1867,78.8328
30.528,69.05,76.89,67.13,64.69,64.42,142.20,63.85,61.43,86.2872,78.9333
30.560,71.11,61.59,66.27,65.36,65.41,133.32,60.36,63.72,86.3814,79.0275
30.592,68.41,68.42,68.31,67.53,67.41,138.63,65.70,62.90,86.4756,79.1217
30.624,65.21,60.57,61.68,64.52,65.22,135.79,68.03,68.39,86.5761,79.2222
30.656,67.66,65.24,68.92,63.54,68.64,128.77,68.88,67.12,86.6703,79.3164
30.688,67.50,72.69,65.06,63.52,70.55,130.30,63.59,69.68,86.7645,79.4106
30.720,68.21,66.56,63.40,74.01,63.00,133.98,67.63,66.66,86.8587,79.5048
30.752,70.61,65.06,62.18,68.24,65.09,128.05,69.54,66.81,86.9592,79.6053
30.784,65.75,62.89,66.98,69.12,66.21,117.95,68.39,67.30,87.0534,79.6995
30.816,66.77,65.60,69.28,67.43,66.80,129.18,63.46,65.45,87.1476,79.7937
30.848,73.02,60.65,70.11,62.75,65.49,122.68,66.75,71.03,87.2418,79.8879
30.880,70.17,66.77,70.43,66.47,75.12,119.96,73.46,66.73,87.3422,79.9884
30.912,63.07,69.57,66.92,71.13,64.60,120.07,71.49,68.32,87.4364,80.0826
30.944,66.18,70.39,67.84,68.01,65.63,112.92,68.16,65.35,87.5306,80.1768
30.976,65.30,66.55,66.73,67.87,65.85,124.51,68.00,63.49,87.6311,80.2772
31.008,74.09,68.04,60.54,66.73,71.46,115.59,66.16,66.82,87.7253,80.3714
31.040,64.64,71.03,66.61,65.01,69.67,117.98,61.75,61.78,87.8195,80.4656
31.072,65.64,66.41,65.28,69.79,66.47,109.08,66.14,68.31,87.9137,80.5598
31.104,69.74,71.37,67.85,64.92,69.43,108.66,69.18,66.29,88.0142,80.6603
31.136,68.29,70.06,69.57,72.89,66.08,114.20,63.06,71.96,88.1084,80.7545
31.168,64.62,66.95,72.61,66.39,63.60,106.11,69.74,64.31,88.2026,80.8487
31.200,66.22,68.95,69.20,64.10,70.28,105.93,67.52,67.25,88.3031,80.9429
31.232,65.43,64.71,66.03,65.91,67.64,116.25,68.33,67.23,88.3973,81.0434
31.264,61.00,70.43,63.62,65.82,66.38,110.98,70.84,65.69,88.4915,81.1376
31.296,67.95,68.06,64.33,64.86,67.09,105.66,70.18,65.45,88.5857,81.2318
31.328,69.13,70.24,70.49,73.50,64.69,117.04,64.55,67.10,88.6862,81.3323
31.360,62.23,68.37,66.59,63.72,66.41,108.70,64.65,68.36,88.7804,81.4265
31.392,71.86,66.36,71.97,70.78,65.89,103.17,68.51,75.80,88.8746,81.5207
31.424,67.38,60.92,67.28,66.62,66.73,104.69,68.29,67.53,88.9688,81.6149
31.456,67.73,65.83,67.76,65.38,69.34,105.11,70.71,67.35,89.0692,81.7154
31.488,65.06,69.51,69.19,66.05,67.53,99.03,70.44,68.64,89.1634,81.8096
31.520,69.38,65.59,67.74,70.44,66.87,96.33,67.07,67.54,89.2576,81.9038
31.552,71.78,64.74,67.56,69.51,66.11,96.06,68.99,70.19,89.3581,81.9980
31.584,71.67,73.19,62.33,68.33,68.38,95.17,69.25,66.36,89.4523,82.0984
31.616,71.49,72.86,63.92,65.68,67.75,87.40,65.17,70.98,89.5465,82.1926
31.648,64.47,69.85,63.74,68.23,61.14,87.93,71.27,60.59,89.6407,82.2868
31.680,70.77,68.42,68.61,61.93,70.64,81.41,71.94,68.87,89.7412,82.3873
31.712,70.16,70.72,70.15,63.96,67.65,91.36,70.83,58.85,89.8354,82.4815
31.744,68.67,66.02,64.84,70.13,64.49,81.66,70.22,71.05,89.9296,82.5757
31.776,67.00,66.95,60.81,68.40,66.35,85.44,61.65,69.65,90.0238,82.6699
31.808,65.08,73.56,68.54,64.95,73.88,78.75,62.94,60.35,90.1243,82.7704
31.840,67.61,66.97,69.60,70.58,67.89,81.29,66.17,62.70,90.2185,82.8646
31.872,70.20,67.67,75.73,69.26,61.19,72.90,69.74,64.50,90.3127,82.9588
31.904,63.11,67.34,69.60,66.70,65.42,75.22,69.02,66.24,90.4132,83.0593
31.936,67.19,66.98,67.79,65.06,67.72,73.39,63.23,65.35,90.5074,83.1535
31.968,67.62,66.15,66.03,61.18,68.36,64.02,65.98,67.86,90.6016,83.2477
32.000,70.33,66.37,70.98,66.43,71.58,65.56,65.76,69.62,90.6958,83.3419
32.032,61.69,64.01,76.38,72.51,63.88,64.41,66.28,70.49,90.7962,83.4424
32.064,65.75,67.11,65.12,67.93,69.45,71.86,64.08,65.33,90.8904,83.5366
32.096,71.71,65.10,73.16,69.41,68.94,70.54,68.20,71.04,90.9846,83.6308
32.128,63.32,66.87,61.65,70.17,71.13,66.15,68.50,63.85,91.0788,83.7250
32.160,70.56,67.72,67.92,65.16,64.55,70.25,63.52,72.99,91.1793,83.8254
32.192,65.62,61.46,64.60,64.58,72.84,65.23,67.08,65.92,91.2735,83.9196
32.224,69.29,64.88,69.79,68.77,64.16,67.45,74.76,70.42,91.3677,84.0138
32.256,68.98,71.31,62.99,63.04,65.87,68.87,68.12,63.69,91.4682,84.1143
32.288,66.84,66.27,70.88,59.81,67.18,64.83,61.02,68.02,91.5624,84.2085
32.320,61.22,63.77,69.26,74.94,67.11,68.02,65.25,70.57,91.6566,84.3027
32.352,71.71,68.86,68.57,60.93,63.42,66.66,67.71,71.36,91.7508,84.3969
32.384,69.14,67.60,65.01,65.80,66.92,66.32,66.62,66.01,91.8513,84.4974
32.416,63.81,62.68,68.30,66.85,65.99,73.82,65.84,66.70,91.9455,84.5916
32.448,64.29,69.40,68.90,71.48,59.65,67.08,68.14,64.94,92.0397,84.6858
32.480,65.95,69.81,69.19,70.98,72.91,69.71,66.38,67.60,92.1402,84.7800
32.512,64.11,62.83,63.92,67.72,67.13,66.38,69.49,68.74,92.2344,84.8805
32.544,73.49,64.25,63.58,64.52,65.13,71.48,72.13,67.28,92.3286,84.9747
32.576,64.49,65.43,63.65,71.70,68.01,68.46,72.30,67.12,92.4228,85.0689
32.608,66.61,60.79,65.46,69.26,73.85,65.97,69.91,63.83,92.5232,85.1694
32.640,68.66,69.26,68.89,65.34,65.75,71.90,63.17,73.57,92.6174,85.2636
32.672,65.27,66.33,63.35,63.71,66.19,66.95,69.13,67.30,92.7116,85.3578
32.704,69.65,63.62,69.61,68.64,67.65,66.69,70.08,66.38,92.8058,85.4520
32.736,66.84,64.85,66.18,68.42,66.31,68.85,64.32,61.14,92.9063,85.5524
32.768,68.65,71.26,67.30,68.03,65.88,68.38,72.21,70.02,93.0005,85.6466
32.800,67.06,68.00,71.19,68.18,71.62,69.76,61.96,69.13,93.0947,85.7408
32.832,65.26,60.71,70.97,64.43,68.14,71.25,67.20,72.02,93.1952,85.8350
32.864,66.83,64.07,66.79,60.49,60.86,64.51,63.75,68.93,93.2894,85.9355
32.896,64.12,66.31,66.78,68.17,62.87,70.80,64.71,64.19,93.3836,86.0297
32.928,68.67,67.93,65.24,71.11,68.42,66.62,65.57,69.34,93.4778,86.1239
32.960,61.83,60.77,70.17,64.88,65.30,65.15,65.16,63.65,93.5783,86.2244
32.992,67.42,70.82,65.05,66.50,65.52,62.02,68.86,62.69,93.6725,86.3186
33.024,65.99,66.47,65.54,73.58,70.91,71.52,66.19,66.29,93.7667,86.4128
33.056,69.44,67.43,64.08,66.13,67.14,71.52,63.26,68.02,93.8609,86.5070
33.088,62.84,68.11,71.35,66.82,71.22,66.94,65.27,63.42,93.9614,86.6075
33.120,65.44,64.39,70.89,66.43,62.93,70.55,71.35,70.09,94.0556,86.7017
33.152,70.51,59.98,71.57,67.25,67.41,67.57,62.37,65.76,94.1498,86.7959
33.184,60.77,69.46,69.93,69.00,69.51,71.21,62.76,66.49,94.2502,86.8964
33.216,70.89,69.19,64.89,66.88,65.67,66.18,62.91,67.11,94.3444,86.9906
33.248,66.05,70.36,64.57,63.24,73.73,67.67,67.22,71.82,94.4386,87.0848
33.280,69.07,68.15,65.71,66.71,67.43,64.04,63.40,64.84,94.5328,87.1790
33.312,61.41,69.64,70.83,64.97,71.53,63.34,60.20,63.88,94.6333,87.2794
33.344,69.54,62.13,65.56,64.77,68.75,65.65,71.50,72.37,94.7275,87.3736
33.376,70.43,66.71,64.79,60.82,61.79,67.69,69.55,67.04,94.8217,87.4678
33.408,63.69,71.80,65.41,64.97,68.26,66.83,62.93,67.78,94.9159,87.5620
33.440,63.33,72.69,66.85,68.33,67.84,70.79,66.26,62.84,95.0164,87.6625
33.472,64.70,68.31,66.78,72.76,69.31,61.94,68.39,69.82,95.1106,87.7567
33.504,70.87,65.63,69.07,67.02,71.05,67.56,62.65,64.88,95.2048,87.8509
33.536,66.62,71.30,65.06,63.31,71.01,62.13,71.00,60.61,95.3053,87.9514
33.568,64.18,62.56,70.94,69.48,68.44,67.15,70.30,60.83,95.3995,88.0456
33.600,68.50,75.22,66.41,64.63,70.48,70.20,62.51,59.96,95.4937,88.1398
33.632,69.20,67.68,66.83,64.12,66.69,67.69,63.59,72.45,95.5879,88.2340
33.664,65.17,67.67,69.73,67.93,69.16,68.61,66.32,66.36,95.6884,88.3345
33.696,68.12,66.42,63.72,69.94,69.72,68.56,70.10,72.97,95.7826,88.4287
33.728,66.11,64.85,65.19,63.38,71.87,68.87,69.31,69.35,95.8768,88.5229
33.760,76.87,67.52,58.67,64.12,64.92,70.90,66.40,63.89,95.9772,88.6171
33.792,66.53,64.22,71.66,65.76,65.26,65.25,73.26,61.07,96.0714,88.7176
33.824,70.39,70.00,63.59,69.85,65.22,63.56,69.33,64.70,96.1656,88.8118
33.856,65.66,66.81,68.27,66.23,70.22,70.97,68.23,68.28,96.2598,88.9060
33.888,64.26,61.71,63.08,69.81,68.68,63.34,56.07,66.35,96.3603,89.0064
33.920,66.34,69.58,69.98,65.00,68.78,71.20,67.65,65.89,96.4545,89.1006
33.952,68.04,70.08,64.92,67.71,66.58,60.12,63.68,63.45,96.5487,89.1948
33.984,66.13,71.94,66.11,61.84,63.97,67.38,67.15,67.30,96.6429,89.2890
34.016,67.83,61.93,70.98,62.11,71.59,61.10,67.64,63.09,96.7434,89.3895
34.048,68.54,65.15,67.28,65.03,61.48,65.83,63.03,63.23,96.8376,89.4837
34.080,67.50,65.07,69.84,63.81,69.11,74.58,71.33,62.54,96.9318,89.5779
34.112,66.39,68.10,68.79,66.70,63.26,66.33,69.85,70.19,97.0323,89.6721
34.144,63.48,67.13,65.67,67.11,67.50,69.64,65.83,72.39,97.1265,89.7726
34.176,70.24,65.05,67.92,65.37,67.06,65.05,68.63,69.77,97.2207,89.8668
34.208,69.84,71.25,65.90,64.49,62.83,69.73,71.77,69.54,97.3149,89.9610
34.240,71.26,70.51,68.94,69.67,75.23,72.48,63.58,67.75,97.4154,90.0615
34.272,63.02,67.75,69.18,62.60,67.78,59.38,68.43,69.83,97.5096,90.1557
34.304,67.78,68.78,71.32,65.70,66.22,65.49,72.82,67.01,97.6038,90.2499
34.336,72.02,70.89,68.67,69.03,66.77,61.93,64.18,64.92,97.6980,90.3441
34.368,69.10,69.98,70.30,67.02,66.82,62.24,65.76,63.88,97.7984,90.4446
34.400,68.14,62.93,66.98,67.22,68.16,64.89,68.16,68.18,97.8926,90.5388
34.432,66.94,65.78,64.50,69.08,68.08,76.55,67.80,64.12,97.9868,90.6330
34.464,61.18,68.87,65.89,66.56,63.64,62.92,71.77,68.84,98.0873,90.7334
34.496,62.54,63.64,73.15,65.13,63.67,66.17,68.82,76.10,98.1815,90.8276
34.528,66.31,73.32,66.95,66.05,69.98,71.37,69.47,67.06,98.2757,90.9218
34.560,68.59,68.37,62.74,75.76,68.29,68.01,69.28,71.66,98.3699,91.0160
34.592,63.12,64.91,67.50,76.99,63.07,65.26,63.98,65.22,98.4704,91.1165
34.624,65.83,67.78,71.15,69.17,63.84,65.95,69.96,74.29,98.5646,91.2107
34.656,67.03,70.40,63.37,64.05,66.53,70.91,65.10,71.10,98.6588,91.3049
34.688,67.30,65.23,69.70,69.23,66.95,73.93,67.81,66.07,98.7530,91.3991
34.720,74.66,63.89,67.27,64.46,66.28,64.57,73.34,69.31,98.8535,91.4996
34.752,68.48,65.29,65.51,68.04,71.08,65.14,68.22,63.16,98.9477,91.5938
34.784,68.28,62.55,71.59,68.17,71.05,66.78,62.69,65.41,99.0419,91.6880
34.816,68.49,65.70,66.00,66.76,66.33,61.25,65.64,68.85,99.1424,91.7885
34.848,67.13,66.24,70.37,69.71,69.02,70.02,72.45,71.58,99.2366,91.8827
34.880,69.43,68.25,61.41,70.69,69.10,66.13,69.62,71.41,99.3308,91.9769
34.912,60.45,64.29,69.41,68.12,73.97,62.14,71.06,64.44,99.4250,92.0711
34.944,68.57,69.71,66.66,65.93,59.48,70.59,60.02,68.99,99.5254,92.1716
34.976,61.31,71.78,65.20,67.24,59.36,67.85,72.60,66.37,99.6196,92.2658
35.008,57.83,67.94,65.24,68.09,65.30,65.67,67.65,69.05,99.7138,92.3600
35.040,66.71,67.73,60.05,69.09,72.20,64.71,68.47,65.18,99.8143,92.4542
35.072,70.54,63.43,70.60,74.64,66.74,61.42,62.77,66.90,99.9085,92.5546
35.104,67.18,61.88,63.50,63.84,65.93,68.84,60.81,64.44,100.0027,92.6488
35.136,62.10,70.79,68.02,68.57,66.98,65.11,61.38,65.31,100.0969,92.7430
35.168,66.74,70.16,65.06,65.79,68.52,65.88,64.72,64.47,100.1974,92.8435
35.200,68.19,66.18,67.88,65.27,65.79,64.54,66.03,64.82,100.2916,92.9377
35.232,66.51,66.45,64.98,67.22,65.09,70.72,69.11,65.13,100.3858,93.0319
35.264,63.89,66.42,65.63,65.32,68.39,69.07,68.33,67.36,100.4800,93.1261
35.296,66.13,65.35,61.18,68.26,65.24,62.86,68.90,64.16,100.5805,93.2266
35.328,65.02,67.58,67.98,65.69,62.94,63.77,66.14,66.20,100.6747,93.3208
35.360,63.23,69.55,61.96,65.18,72.57,66.54,68.54,68.32,100.7689,93.4150
35.392,58.80,69.15,67.41,63.03,64.08,68.88,71.46,70.87,100.8694,93.5092
35.424,70.91,65.93,71.58,61.54,64.19,71.79,72.16,68.95,100.9636,93.6097
35.456,69.44,71.42,66.51,63.93,67.02,68.29,70.73,68.89,101.0578,93.7039
35.488,65.22,75.03,64.13,62.05,69.11,68.04,67.46,67.17,101.1520,93.7981
35.520,66.41,63.37,72.41,67.17,67.96,71.20,74.44,62.90,101.2524,93.8986
35.552,62.83,67.53,65.26,61.22,71.03,69.32,67.72,68.89,101.3466,93.9928
35.584,70.86,62.71,67.83,72.76,63.25,70.11,66.85,65.54,101.4408,94.0870
35.616,69.34,67.38,63.77,67.71,70.01,68.41,65.09,70.33,101.5350,94.1812
35.648,75.36,64.31,64.60,68.24,68.65,64.38,71.19,68.41,101.6355,94.2816
35.680,70.11,72.29,71.20,67.46,67.28,62.57,64.16,69.20,101.7297,94.3758
35.712,61.27,68.67,74.09,72.76,69.52,68.78,61.76,61.88,101.8239,94.4700
35.744,60.84,64.37,67.11,68.83,67.94,69.67,63.92,68.33,101.9244,94.5642
35.776,71.34,64.23,70.65,70.11,71.74,65.22,69.31,69.80,102.0186,94.6647
35.808,65.80,64.96,63.66,60.62,64.76,67.66,64.30,68.62,102.1128,94.7589
35.840,68.43,61.54,69.23,64.07,67.32,63.96,72.31,70.85,102.2070,94.8531
35.872,64.43,68.45,65.43,65.68,68.69,68.97,65.46,69.61,102.3075,94.9536
35.904,66.78,64.63,67.74,65.64,62.36,63.03,64.60,67.82,102.4017,95.0478
35.936,71.07,65.05,64.77,67.11,65.46,64.17,61.26,69.94,102.4959,95.1420
35.968,75.24,62.13,65.02,69.11,65.51,68.29,64.84,69.87,102.5901,95.2362
36.000,74.44,67.95,63.25,70.43,61.13,66.56,67.87,67.87,102.6906,95.3367
36.032,66.01,70.26,71.44,67.85,68.15,67.56,69.68,69.47,102.7848,95.4309
36.064,65.12,64.87,65.95,67.47,67.94,69.16,70.19,63.93,102.8790,95.5251
36.096,65.79,71.33,64.90,69.66,69.39,67.41,66.93,70.52,102.9794,95.6256
36.128,68.39,65.50,69.28,63.59,68.12,66.97,60.41,69.62,103.0736,95.7198
36.160,66.68,72.57,64.56,64.65,73.86,69.53,70.96,67.35,103.1678,95.8140
36.192,64.09,75.74,66.27,68.12,57.05,69.60,69.18,66.16,103.2620,95.9082
36.224,66.47,74.52,65.78,64.94,61.78,66.02,64.80,72.01,103.3625,96.0086
36.256,66.25,70.83,64.24,67.48,65.96,71.77,65.89,64.81,103.4567,96.1028
36.288,71.84,69.80,68.83,66.10,63.70,70.39,60.76,69.74,103.5509,96.1970
36.320,64.36,66.67,62.00,57.00,67.87,65.97,72.26,71.58,103.6514,96.2912
36.352,64.77,66.88,64.69,64.40,67.24,66.89,64.73,71.82,103.7456,96.3917
36.384,70.70,64.22,64.79,68.17,70.76,69.93,62.30,61.76,103.8398,96.4859
36.416,66.04,68.08,70.03,64.55,66.82,68.57,67.73,72.19,103.9340,96.5801
36.448,65.84,71.56,66.06,64.06,62.88,71.58,67.58,67.28,104.0345,96.6806
36.480,62.90,66.31,67.57,69.59,69.18,72.15,71.23,67.07,104.1287,96.7748
36.512,69.48,66.25,67.87,66.18,72.23,66.57,69.37,65.35,104.2229,96.8690
36.544,69.28,62.35,68.79,66.88,67.52,71.24,67.96,66.23,104.3171,96.9632
36.576,71.08,70.60,69.37,62.26,66.98,67.20,66.10,64.96,104.4176,97.0637
36.608,69.00,64.65,68.85,63.51,66.69,60.19,67.89,60.58,104.5118,97.1579
36.640,62.69,70.89,68.52,69.17,66.68,64.10,65.34,68.44,104.6060,97.2521
36.672,62.74,65.10,65.54,67.73,67.13,67.81,65.46,71.34,104.7064,97.3463
36.704,68.12,68.92,72.89,63.90,68.60,67.34,70.89,72.82,104.8006,97.4468
36.736,67.87,71.17,70.78,60.83,66.28,68.08,69.31,72.90,104.8948,97.5410
36.768,62.50,69.03,66.40,67.68,61.64,68.47,67.15,68.30,104.9890,97.6352
36.800,65.04,68.42,62.95,66.03,66.29,64.61,66.58,69.74,105.0895,97.7356
36.832,62.84,60.83,66.63,68.08,67.32,67.45,63.93,68.45,105.1837,97.8298
36.864,67.12,65.77,67.18,62.02,70.19,65.06,69.64,64.10,105.2779,97.9240
36.896,62.23,67.64,64.06,70.25,70.89,66.05,63.12,67.05,105.3721,98.0182
36.928,65.40,66.98,64.53,68.65,69.34,61.33,68.13,72.82,105.4726,98.1187
36.960,72.83,66.69,68.28,67.16,68.80,67.30,62.25,71.26,105.5668,98.2129
36.992,66.20,66.05,65.38,68.45,69.71,66.79,64.88,67.36,105.6610,98.3071
37.024,67.64,71.33,62.79,69.91,68.50,67.45,60.61,63.12,105.7615,98.4013
37.056,67.91,67.08,68.23,64.50,71.71,62.66,65.49,73.94,105.8557,98.5018
37.088,64.04,69.43,67.35,66.75,62.54,70.08,67.20,64.85,105.9499,98.5960
37.120,61.15,68.89,68.94,62.16,74.24,65.67,71.16,63.18,106.0441,98.6902
37.152,68.20,69.54,69.26,63.70,72.10,65.47,68.99,64.25,106.1446,98.7907
37.184,68.04,64.86,61.16,66.72,68.01,65.09,68.20,63.72,106.2388,98.8849
37.216,65.25,72.51,62.81,61.89,61.53,68.39,63.97,69.42,106.3330,98.9791
37.248,68.82,63.76,60.05,67.45,69.12,69.88,67.07,66.19,106.4272,99.0733
37.280,61.89,66.27,68.84,63.40,69.45,68.50,59.90,66.09,106.5276,99.1738
37.312,67.96,65.20,64.10,71.28,62.28,68.93,62.53,69.28,106.6218,99.2680
37.344,66.56,72.14,66.96,64.93,61.79,66.87,66.95,67.44,106.7160,99.3622
37.376,70.29,68.96,63.48,67.50,69.03,70.04,72.65,71.84,106.8165,99.4626
37.408,63.94,65.66,67.03,63.11,68.55,69.60,69.27,69.21,106.9107,99.5568
37.440,60.22,66.64,66.50,70.73,66.83,68.71,68.26,67.39,107.0049,99.6510
37.472,68.65,69.09,64.80,76.99,68.39,69.62,66.41,67.29,107.0991,99.7452
37.504,68.70,62.74,61.61,69.77,66.47,64.91,65.05,64.43,107.1996,99.8457
37.536,69.61,64.30,66.74,64.05,62.96,72.37,65.54,73.32,107.2938,99.9399
37.568,67.18,68.98,68.92,66.25,68.02,65.37,62.39,73.32,107.3880,100.0341
37.600,68.20,73.80,59.97,68.45,66.65,73.17,69.56,64.10,107.4885,100.1283
37.632,64.53,66.14,67.12,71.04,66.85,66.50,66.21,68.65,107.5827,100.2288
37.664,65.48,66.52,65.98,70.06,71.20,64.35,63.97,66.03,107.6769,100.3230
37.696,71.12,67.52,67.91,64.04,73.45,68.03,60.48,68.53,107.7711,100.4172
37.728,70.43,69.93,67.51,68.45,68.23,67.54,67.56,71.60,107.8716,100.5177
37.760,63.86,67.29,70.75,64.37,68.01,64.41,68.26,64.89,107.9658,100.6119
37.792,60.90,66.25,68.74,69.34,65.68,63.97,63.37,70.11,108.0600,100.7061
37.824,65.50,71.72,67.84,62.76,66.05,73.50,71.66,67.09,108.1542,100.8003
37.856,65.48,70.05,62.61,65.20,66.75,71.26,63.57,77.16,108.2546,100.9008
37.888,71.95,72.04,68.38,70.48,66.99,62.32,66.83,71.17,108.3488,100.9950
37.920,59.53,59.09,65.45,67.98,70.36,68.22,69.29,76.21,108.4430,101.0892
37.952,64.58,70.55,63.29,62.57,69.38,62.16,64.80,63.92,108.5435,101.1834
37.984,64.89,82.68,71.26,65.89,72.47,64.28,63.87,71.68,108.6377,101.2838
38.016,69.18,95.71,69.88,72.49,64.48,68.52,66.22,70.72,108.7319,101.3780
38.048,68.65,108.72,69.28,64.64,65.07,69.41,67.25,69.35,108.8261,101.4722
38.080,62.31,109.27,69.68,56.60,65.43,65.25,70.51,62.61,108.9266,101.5727
38.112,71.48,108.62,63.12,65.63,71.01,66.72,66.95,66.12,109.0208,101.6669
38.144,86.45,122.40,71.30,73.31,66.57,60.76,73.92,63.53,109.1150,101.7611
38.176,98.43,138.97,68.28,94.54,68.18,70.63,69.53,68.83,109.2092,101.8553
38.208,102.26,146.52,69.54,104.87,68.41,66.18,67.39,66.35,109.3097,101.9558
38.240,109.22,162.25,69.25,113.81,66.77,64.44,71.05,70.88,109.4039,102.0500
38.272,123.35,191.03,69.40,115.94,69.16,70.41,65.20,67.47,109.4981,102.1442
38.304,125.96,211.00,64.34,131.16,66.23,68.29,66.80,71.12,109.5986,102.2384
38.336,151.15,231.46,70.46,144.22,70.18,71.55,66.84,68.68,109.6928,102.3389
38.368,163.74,276.17,63.94,155.61,66.83,65.36,66.79,68.29,109.7870,102.4331
